City,State,city_state,HatecrimeDBcode,census_1990,census_2000,census_2010,Crime Data Source,Notes,Grade,ann_pct_change,proj_pct_change,Hate Crime Trend
Jersey City,NJ,Jersey_City_NJ,NJ0090600,"228,537","240,055","247,597",https://data.jerseycitynj.gov/explore/?refine.theme=Public+Safety&disjunctive.features&disjunctive.theme&disjunctive.publisher&disjunctive.modified&disjunctive.keyword&disjunctive.language&sort=title,Data only shown in aggregate. No direct or indirect identifiers.,B+,0.71,1,Increasing
Joliet,IL,Joliet_IL,IL0990700,"76,836","106,221","147,433",https://jolietpolice.org/divisions/technical-services/records/,"No online data available, reports only available to legally authorized entities",A,-0.12,0,Flat
Kansas City,MO,Kansas_City_MO,MOKPD0000,"435,146","441,545","459,787",https://data.kcmo.org/Crime/KCPD-Crime-Data-2015/kbzx-7ehe,Data fully anonymized (incident address to the block). Does include zip code (indirect identifier).,B-,13.88,0.3,Flat
Kansas City,KS,Kansas_City_KS,MOKPD0000,"149,767","146,866","459,787",http://www.kckpd.org/,Redirects to LexisNexis for crime data. No direct or inderect identfiers. Incident addresses anonoymized to the block.,B-,13.88,0,Flat
Kent,WA,Kent_WA,MD0150000,"37,960","79,524","92,411",https://www.kentwa.gov/residents/public-safety/police-department/crime-prevention-and-community-education/view-criminal-activity-in-kent,"Anonymized location data (to the block), case number, and time/date for the past 6 months",B-,-4.74,0.12,Flat
Killeen,TX,Killeen_TX,TX0140400,"63,535","86,911","127,921",https://www.killeentexas.gov/231/Police,Link to LexisNexis,B-,0.29,0,Flat
Knoxville,TN,Knoxville_TN,TN0470100,"165,121","173,890","178,874",http://www.knoxsheriff.org/records/incident_report_form.php,"Online request, no fee, 2-3 days for email delivery.
Open for public inspection by TN residents. 10 dig incident ID is query key.
Assuming that direct identifiers are in the reports.",C,3.1,0.8,Increasing
Lafayette,LA,Lafayette_LA,CO0070300,"94,440","110,257","120,623",http://www.lafayettela.gov/policedepartment/recruiting/pages/departmental-records-clerk.aspx,"Crime data in aggregate, full direct reports for some offendors",C-,-0.88,0,Flat
Lakewood,CO,Lakewood_CO,CO0300400,"126,481","144,126","142,980",http://www.lakewood.org/Police/Crime_Statistics/Crime_Statistics.aspx,Redirects to LexisNexis for crime data. No direct or inderect identfiers. Incident addresses anonoymized to the block. Reports available in person.,B-,-3.4,-0.25,Flat
Lancaster,CA,Lancaster_CA,PA0360500,"97,291","118,718","156,633",https://www.cityoflancasterca.org/about-us/departments-services/public-safety/crime-maps-and-information,Redirects to CrimeMapping.com (data anonymized to the block). Records requests in writing (email included).,B-,-3.3,-0.43,Flat
Lansing,MI,Lansing_MI,MI3351900,"127,321","119,128","114,297",http://data-lansing.opendata.arcgis.com/datasets/42f4fc31cf0246ab9f3bd84982abd90c_0,Open data hate crimes data set gives exact incident address. Main site links to CrimeMapping.com for data (anonymized - incident address to the block).,B-,0.65,0,Flat
Laredo,TX,Laredo_TX,TX2400100,"122,899","176,576","236,091",http://mygovhelpadmin.us/LAREDO/_rs/(S(rthurcyfvoqehj4rq0uhuakg))/supporthome.aspx,Can make open record requests with login. Reports available for fees.,B,-0.03,0,Flat
Las Vegas,NV,Las_Vegas_NV,NV0020100,"258,295","478,434","583,756",https://opendata.lasvegasnevada.gov/API-Integration-/Las-Vegas-Metropolitan-Police-calls-for-service/mapc-ixca/data,No direct or indirect identifiers. Incident address anonymized to the block.,B-,5.9,6,Increasing
Lexington,KY,Lexington_KY,KY0340200,"225,366","260,512","295,803",https://www.lexingtonky.gov/crime-data,Data only shown in aggregate. No direct or indirect identifiers.,B+,-1.47,0,Flat
Lincoln,NE,Lincoln_NE,OR0210000,"191,972","225,581","258,379",http://opendata.lincoln.ne.gov/datasets?t=all(safety%2Ccrime),Fully anonymized - no direct or indirect identifiers. Incident addresses anonymized to the block.,B-,-1.23,-0.03,Flat
Little Rock,AR,Little_Rock_AR,AR0600200,"175,795","183,133","193,524",https://data.littlerock.gov/browse?q=crime&sortBy=relevance,Non-anonymized incident addresses included.,C+,-0.61,-1,Decreasing
Livonia,MI,Livonia_MI,MI8253800,"100,850","100,545","96,942",http://livoniapd.com/bureaus/central-records/,"records must be submitted via FOIA request
FOIA request must be submitted in-person or via fax",A-,3.09,3,Increasing
Long Beach,CA,Long_Beach_CA,WA0250400,"429,433","461,522","462,257",http://www.longbeach.gov/police/crime-info/crime-statistics/,Data only shown in aggregate. No direct or indirect identifiers.,B+,-9.32,-0.5,Decreasing
Los Angeles,CA,Los_Angeles_CA,CA0190000,"3,485,398","3,694,820","3,792,621",https://openjustice.doj.ca.gov/data,Data only shown in aggregate. No direct or indirect identifiers.,B+,-63.53,-0.27,Flat
Louisville,KY,Louisville_KY,CO0070600,"269,063","256,231","597,337",https://data.louisvilleky.gov/dataset/lmpd-hate-crimes,Full incident reports can be purchased for $10. Open data anonymized - no direct or indirect identifiers. Incident address anonymized to the block.,B-,-0.47,-1,Decreasing
Lowell,MA,Lowell_MA,MA0092600,"103,439","105,167","106,519",https://www.lowellma.gov/221/Police-Department,Must be requested in person ,A-,-0.88,-0.5,Decreasing
Lubbock,TX,Lubbock_TX,TX1520000,"186,206","199,564","229,573",http://www.policereports.ci.lubbock.tx.us/Lookup.aspx,"Data available as a map (fully anonymized). Incident reports available, but require email registration. Reports contain fully anonymized data, but do include incident addresses.",C+,-0.59,-0.33,Flat
Madison,WI,Madison_WI,NJ0141700,"191,262","208,054","233,209",http://data-cityofmadison.opendata.arcgis.com/datasets/61c36ee8e2d14cd094a265a288e27151_2/data,"Name, age of arrested person shown. Addresses appear anonymized. Hate crimes seem to be removed from this data set (found one, but it was graffiti - no victim/arrest). Incident reports available elsewhere - similarly, arrested names are provided.",C-,0.96,1,Increasing
Manchester,NH,Manchester_NH,CT0007700,"99,567","107,006","109,565",https://www.manchesternh.gov/Departments/Police/Records,"Records available for a fee, must be requested in-person, and only person's whose record it is can obtain a copy",A,3.13,1,Increasing
McAllen,TX,McAllen_TX,TX1080800,"84,021","106,414","129,877",https://www.mcallen.net/departments/pd/records-bureau,"Must be requested in-person, fax, or snail mail ",A-,0.14,0,Flat
McKinney,TX,McKinney_TX,TX0430500,"21,283","54,369","131,117","https://www.mckinneytexas.org/Faq.aspx?QID=365
https://www.mckinneytexas.org/490/Police-to-Citizen","direct identifiers for arrestees
Form must be submitted via web, email, fax, or in-person for full police reports",C-,-0.27,0,Flat
Memphis,TN,Memphis_TN,MI7457300,"610,337","650,100","646,889",https://data.memphistn.gov/stories/s/Public-Safety-Dashboard/7gbi-av8t/,Data for some crimes only available in aggregate. No online hate crime data available.,B+,4.98,0.86,Increasing
Mesa,AZ,Mesa_AZ,AZ0071700,"288,091","396,375","439,041",https://data.mesaaz.gov/Public-Safety/Police-Incidents/39rt-2rfj,Fully anonymized data - no direct or indirect identifiers. Incident address anonymized to the block.,B-,-11.13,-2.2,Decreasing
Mesquite,TX,Mesquite_TX,TX0571800,"101,484","124,523","139,824",https://www.cityofmesquite.com/1790/Crime-Map,Links to LexisNexis for crime data (incident address anonymized to the block). Reports available in person or by mail.,B-,-0.06,0,Flat
Miami,FL,Miami_FL,FL0130600,"358,548","362,470","399,457",https://opendata.miamidade.gov/,"No crime data online (removed). Jail bookings data give direct identifiers. Can submit online/in-person requests for reports, but many are sealed.",C-,0.18,0,Flat
Miami Gardens,FL,Miami_Gardens_FL,FL0139700,N/A,"124,656","107,167",https://www.miamigardenspolice.org/516/Police-Department,Aggregated crime statistics only,B+,1.3,0.5,Increasing
Midland,TX,Midland_TX,PA0040600,"89,443","94,996","111,147",https://www.midlandtexas.gov/880/View-Crime-Data,"Map with offense, exact incident address, raw incident number",C+,-0.75,0,Flat
Milwaukee,WI,Milwaukee_WI,WI0410000,"628,088","596,974","594,833",https://data.milwaukee.gov/dataset/wibr,Possible direct identifier - appears to have exact incident address shown. No other identifiers.,C+,2.55,0.6,Increasing
Minneapolis,MN,Minneapolis_MN,MN0271100,"368,383","382,618","382,578",http://opendata.minneapolismn.gov/,Fully anonymized data - no direct or indirect identifiers. Incident address anonymized to the block.,B-,8.67,9,Increasing
Miramar,FL,Miramar_FL,FL0062200,"40,663","72,739","122,041",https://www.miramarfl.gov/Faq.aspx?QID=238,Request must be submitted in-person,A-,0.48,0,Flat
Mobile,AL,Mobile_AL,AL0020100,"196,278","198,915","195,111",https://www.mobilepd.org/stats-reports/,Data only shown in aggregate. No direct or indirect identifiers.,B+,0,0,Flat
Modesto,CA,Modesto_CA,CA0500200,"164,730","188,856","201,165",https://data.modestogov.com/organization/police-department,Data only shown in aggregate. No direct or indirect identifiers.,B+,-5.44,-0.5,Decreasing
Montgomery,AL,Montgomery_AL,TX1700000,"187,106","201,568","205,764",http://www.montgomeryal.gov/city-government/departments/police/community/crime-data-copy,Redirects to Crimemapping.com (incident address anonymized to the block),B-,-0.06,0,Flat
Moreno Valley,CA,Moreno_Valley_CA,CA033320X,"118,779","142,381","193,365",http://www.moval.org/resident_services/police/crime-report.shtml,Data only shown in aggregate. No direct or indirect identifiers. Reports available with fee in person or by mail.,B,0.92,0.33,Flat
Murfreesboro,TN,Murfreesboro_TN,TN0750100,"44,922","68,816","108,755",https://www.murfreesborotn.gov/239/Records-Section,"Must be requested, paid for, and picked up in-person",A-,-0.37,0,Flat
Murrieta,CA,Murrieta_CA,CA0334200,"1,628","44,282","103,466",https://www.murrietaca.gov/departments/police/crime_in_murrieta/default.asp,"Anonymized location data, aggregated crime statistics by month. Links to CrimeMapping (incident address anonymized to the block).",B-,0.92,1,Increasing
Naperville,IL,Naperville_IL,IL0221400,"85,351","128,358","141,853",https://data.naperville.il.us/Public-Safety/Police-Department-Incidents-2010-Current-Year-/7g4n-9xjz,Fully anonymized data (incident address to the block). No information on retrieving reports.,B-,-0.23,0,Flat
Nashville,TN,Nashville_TN,TN0190100,"510,784","569,891","601,222",https://data.nashville.gov/Police/Metro-Nashville-Police-Department-Incident-Data-20/we5n-wkcf,Only recent data. Data only shown in aggregate. No direct or indirect identifiers.,B+,1.15,0.05,Flat
New Haven,CT,New_Haven_CT,CT0009300,"130,474","123,626","129,779",https://www.newhavenct.gov/gov/depts/nhpd/default.htm,No online data.,A,1.14,0.1,Flat
New Orleans,LA,New_Orleans_LA,LANPD0000,"496,938","484,674","343,829",https://data.nola.gov/Public-Safety-and-Preparedness/Electronic-Police-Report-2018/3m97-9vtw,Fully anonymized data (incident address to the block)  - no direct or indirect identifiers.,B-,-0.06,0,Flat
New York,NY,New_York_NY,NY0303000,"7,322,564","8,008,278","8,175,133",https://www1.nyc.gov/site/nypd/stats/reports-analysis/hate-crimes.page,Data only shown in aggregate. No direct or indirect identifiers.,B+,-7.97,-0.03,Flat
Newark,NJ,Newark_NJ,DE0020500,"275,221","273,546","277,140",https://npd.newarkpublicsafety.org/statistics/crimestats,Data only shown in aggregate. No direct or indirect identifiers.,B+,-2,-1,Decreasing
Newport News,VA,Newport_News_VA,VA1160000,"170,045","180,150","180,719","https://www.nnva.gov/QuickLinks.aspx?CID=208,","Recent data incidents only - fully anonymized. Otherwise, redirects to LexisNexis (incident address anonymized to the block).",B-,-0.75,0,Flat
Norfolk,VA,Norfolk_VA,VA1170000,"261,229","234,403","242,803",https://data.norfolk.gov/Public-Safety/Incident-Reports/r7bn-2egr,Fully anonymized - no direct or indirect identifiers. Incident addresses anonymized to the block.,B-,-2.14,-0.5,Decreasing
Norman,OK,Norman_OK,OK0140200,"80,071","95,694","110,925",http://normanpd.normanok.gov/pd/open-data-portal,"Anonymized hate crime and use of force data by quarter, aggregated yearly statistics, exact incident time/date/address",C+,1.54,0.5,Increasing
North Charleston,SC,North_Charleston_SC,SC0100800,"70,218","79,641","97,471",https://www.northcharleston.org/government/police/crime-stats/,"Anonymized location data only, within the last 6 months. No direct or indirect identifiers. Data older than 6 months is all presented in aggregate. Links to LexisNexis (incident address anonymized to the block).",B-,0.01,0,Flat
North Las Vegas,NV,North_Las_Vegas_NV,NV0020200,"47,707","115,488","216,961",http://www.cityofnorthlasvegas.com/departments/police/file_a_police_report.php,"Data down since 11/18 for upgrades. Reports available by mail w/ fee, ID, and notarized request letter.",B,2.15,2,Increasing
Norwalk,CA,Norwalk_CA,CT0010300,"94,279","103,298","105,549",http://shq.lasdnews.net/shq/TSD/faqs.htm,"covered by LA Sherriff's Dept
must submit in-person or via email, but must prove legal authority to obtain a copy of the record",A,2.8,1.5,Increasing
Oakland,CA,Oakland_CA,NJ0024200,"372,242","399,484","390,724",https://data.oaklandnet.com/browse?category=Public+Safety,Fully anonymized data - no direct or indirect identifiers.,B+,18.11,0.17,Flat
Oceanside,CA,Oceanside_CA,CA0371000,"128,398","161,029","167,086",https://www.ci.oceanside.ca.us/gov/police/cstats.asp,Reports available in person for a fee. Redirects to LexisNexis for crime data. No direct or inderect identfiers. Incident addresses anonoymized to the block.,B-,-3.4,-0.5,Decreasing
Odessa,TX,Odessa_TX,TX0680200,"89,699","90,943","99,940",https://www.odessapd.com/reports/,"No online data available. Only aggregated crime statistics by year, with city data aggregated into state-level data.",B+,-1.38,-0.17,Flat
Oklahoma City,OK,Oklahoma_City_OK,OK0550600,"444,719","506,132","579,999",https://www.okc.gov/departments/police/police-records-permits,No online data available.,A,4.63,5,Increasing
Olathe,KS,Olathe_KS,KS0460500,"63,440","92,962","125,872",https://www.olatheks.org/government/police/records/police-public-records-request,Request form must be submitted online; no immediate query results (w/ fee),B,-0.4,0,Flat
Omaha,NE,Omaha_NE,NB0280200,"335,795","390,007","408,958",https://police.cityofomaha.org/crime-information/incident-data-download,Fully anonymized data - no direct or indirect identifiers. Incident address anonymized to the block.,B-,2.3,0.67,Increasing
Ontario,CA,Ontario_CA,NY0340000,"133,179","158,007","163,924",https://www.ontarioca.gov/police/statistics,Only aggregated data shown. Reports available in person for a fee.,B+,0.33,0.5,Increasing
Orange,CA,Orange_CA,CT0010700,"110,658","128,821","136,416",https://www.cityoforange.org/592/Police,Redirects to LexisNexis (incident address anonymized to the block). Reports available in person if involved in the incident.,B-,-1.71,-2,Decreasing
Orlando,FL,Orlando_FL,FL0480400,"164,693","185,951","238,300",https://data.cityoforlando.net/Orlando-Police/OPD-Crimes/4y9m-jbmz,Fully anonymized - no direct or indirect identifiers. Incident addresses anonymized to the block.,B-,-1.39,-0.2,Flat
Overland Park,KS,Overland_Park_KS,KS0460600,"111,790","149,080","173,372",https://www.opkansas.org/maps-and-stats/maps/interactive-maps/crime-map/,Reports available for a fee in person. Data only shown in aggregate. No direct or indirect identifiers.,B+,0.24,0,Flat
Oxnard,CA,Oxnard_CA,CA0560400,"142,216","170,358","197,899",https://oxpdlogs.oxnardpd.org/,"Time/date stamp, call type, and direct suspect identifiers",C-,-0.35,0,Flat
Palm Bay,FL,Palm_Bay_FL,FL0051200,"62,632","79,413","103,190",https://www.palmbayflorida.org/government/departments/police/requests-services,No online data available.,A,-1,-0.5,Decreasing
Palmdale,CA,Palmdale_CA,CA0195000,"68,842","116,670","152,750",http://www.cityofpalmdale.org/Residents/Neighborhood-Services/Crime-Maps,Redirects to CrimeMapping and crimereports for data - anonymized to the block.,B-,0.67,0.33,Flat
Pasadena,TX,Pasadena_TX,CA0195300,"119,363","141,674","149,043",https://ww5.cityofpasadena.net/police/crime/,Data anonymized to the block. Reports available by mail or in person.,B-,-0.78,0,Flat
Pasadena,CA,Pasadena_CA,CA0195300,"131,591","133,936","149,043",https://ww5.cityofpasadena.net/police/crime/,Data only shown in aggregate. No direct or indirect identifiers. Reports available with fee in person or by mail.,B+,-0.78,-0.67,Decreasing
Paterson,NJ,Paterson_NJ,NJ0160800,"140,891","149,222","146,199",https://www.njsp.org/ucr/bias-incident-reports.shtml,Data only shown in aggregate. No direct or indirect identifiers.,B+,-0.93,-1,Decreasing
Pearland,TX,Pearland_TX,TX0201000,"18,697","37,640","91,252",https://www.pearlandtx.gov/departments/police/crime-statistics,"Anonymized location data (to the block), aggregated crime statistics by month, arrestee, charge, exact address, case number available online",C-,1.53,2,Increasing
Pembroke Pines,FL,Pembroke_Pines_FL,FL0060800,"65,452","137,427","154,750",http://www.ppines.com/605/Crime-Statistics,Aggregated stats. Reports available in person for a fee. Links to LexisNexis and crimemapping.com (incident address anonymized to the block).,B-,0.34,0,Flat
Peoria,IL,Peoria_IL,IL0720700,"113,504","112,936","154,065",https://www.peoriacounty.org/601/Records-Clerical,Redirects to CrimeMapping.com for data (anonymized to the block). Reports available only by FOIA.,B-,-7.39,-3,Decreasing
Peoria,AZ,Peoria_AZ,IL0720700,"50,618","108,364","154,065",https://www.peoriaaz.gov/government/departments/police/online-services-and-information/obtain-police-records,Records with direct identifiers available for a fee in person or mailed in,A-,-7.39,0,Flat
Philadelphia,PA,Philadelphia_PA,PAPEP0000,"1,585,577","1,517,550","1,526,006",https://data.phila.gov/visualizations/crime-incidents,Data only shown in aggregate. No direct or indirect identifiers.,B+,-28.16,-0.74,Decreasing
Phoenix,AZ,Phoenix_AZ,AZ0072300,"983,403","1,321,045","1,445,632",https://www.phoenixopendata.com/dataset/crime-data/resource/0ce3411a-2fc6-4302-a33f-167f68608a20,"Secondary identifiers present - zip code, masked street address for incidents occurring in residences",B-,19.25,0.09,Flat
Pittsburgh,PA,Pittsburgh_PA,PAPPD0000,"369,879","334,563","305,704",https://data.wprdc.org/dataset/uniform-crime-reporting-data/resource/391942e2-25ef-43e4-8263-f8519fa8aada,Fully anonymized - no direct or indirect identifiers. Incident addresses anonymized to the block.,B-,-5.06,-0.36,Flat
Plano,TX,Plano_TX,TX0430600,"128,713","222,030","259,841",,Redirects to CrimeReports (anonymized - incident address to the block).,B-,-1.19,-0.33,Flat
Pomona,CA,Pomona_CA,CA0195500,"131,723","149,473","149,058",http://pomona-utilities.maps.arcgis.com/apps/webappviewer/index.html?id=e534b6d888d0404d88edc21cc22c42e4,Fully anonymized data - no direct or indirect identifiers.,B+,-0.89,-0.33,Flat
Port St. Lucie,FL,Port_St._Lucie_FL,FL0560200,"55,866","89,099","164,603",https://www.cityofpsl.com/government/departments/police,"redirects to CrimeReports website...
but, agency Facebook account includes the a direct identifier for suspects",C-,-0.08,0,Flat
Portland,OR,Portland_OR,OR0260200,"437,319","529,121","583,776",https://www.portlandoregon.gov/police/77066,No direct or indirect identifiers.,B+,-18.14,-0.58,Decreasing
Portsmouth,VA,Portsmouth_VA,VA1200000,"103,907","100,565","95,535",http://www2.portsmouthva.gov/ppd/ArrestIncidents/arrestsearchresults2.asp,"direct identifiers for arrestees
",C-,-2.74,-0.5,Decreasing
Providence,RI,Providence_RI,RI0040900,"160,728","173,618","178,042",https://data.providenceri.gov/Public-Safety/Providence-Police-Case-Log-Past-180-days/rz3y-pz8v,"Online portal, no fee, immediate access
past 180 days only
indirect identifiers present: exact incident address, report date/time, offense, case number",C+,0.34,0,Flat
Provo,UT,Provo_UT,UT0250600,"86,835","105,166","112,488",https://www.provo.org/city-services/new-provo-police/police-services,Records request for a fee,B,0.37,0,Flat
Pueblo,CO,Pueblo_CO,CO0510000,"98,640","102,121","106,595",http://police.pueblo.us/p2c/Summary.aspx,"direct identifiers for victim, suspect, and officers involved",F,2.65,0,Flat
Raleigh,NC,Raleigh_NC,NC0920100,"207,951","276,093","403,892",http://data-ral.opendata.arcgis.com/datasets/raleigh-police-incidents-srs/data,Fully anonymized - no direct or indirect identifiers. No addresses.,B+,-2.28,-0.06,Flat
Rancho Cucamonga,CA,Rancho_Cucamonga_CA,CA0361600,"101,409","127,743","165,269",http://wp.sbcounty.gov/sheriff/programs/crime-mapping/,"Full reports available in person if no suspect in them. Otherwise, partial reports. Crime data links to CrimeMapping.com (incident address anonymized to the block).",B-,-0.4,0,Flat
Reno,NV,Reno_NV,NV0160100,"133,850","180,480","225,221",https://renopd.com/FAQ#Crime_Stats,Redirects to CrimeReports (incident address anonymized to the block).,B-,-0.8,0,Flat
Richardson,TX,Richardson_TX,TX0572000,"74,840","91,802","99,223",https://www.richardsonpolice.net/i-want-to/find/crime-stats,"Anonymized location data, (photographs) of suspects, aggregated crime statistics by month",C-,-0.46,0,Flat
Richmond,VA,Richmond_VA,VA1220000,"203,056","197,790","204,214",http://eservices.ci.richmond.va.us/applications/crimeinfo/index.asp,Data only shown in aggregate. No direct or indirect identifiers.,B+,-1.73,-2,Decreasing
Riverside,CA,Riverside_CA,CA0330000,"226,505","255,166","303,871",https://riversideca.gov/transparency/data/dataset/show/27/Crime_Reports,Fully anonymized - no direct or indirect identifiers. Incident addresses anonymized to the block.,B-,-6.48,-0.67,Decreasing
Rochester,NY,Rochester_NY,MN0550100,"231,636","219,773","210,565",http://data-rpdny.opendata.arcgis.com/datasets/rpd-part-i-crime-2011-to-present/data,Incident addresses shown (do not appear to be anonymized).,C+,-1.61,0,Flat
Rockford,IL,Rockford_IL,MI4170400,"139,426","150,115","152,871",https://data.illinois.gov/dataset/116city_of_rockford_crime_offenses_2011present/resource/b23aa1b9-c0e0-4779-ba7a-6ca8b7b1df1c,Fully anonymized data - no direct or indirect identifiers.,B+,1.21,0.25,Flat
Roseville,CA,Roseville_CA,CA0310500,"44,685","79,921","118,788",https://www.roseville.ca.us/government/departments/police_department/crime_log,"6 months of data
full incident address, date
no victim/suspect info",C+,-5.56,-0.26,Flat
Round Rock,TX,Round_Rock_TX,TX2460500,"30,923","61,136","99,887",https://www.roundrocktexas.gov/departments/administration/city-clerk/open-records-center/,No online data available.,A,-0.34,0,Flat
Sacramento,CA,Sacramento_CA,CA0340000,"369,365","407,018","466,488",http://data.cityofsacramento.org/datasets?t=all(public%20safety%2Cpolice),Fully anonymized data - no direct or indirect identifiers.,B+,-10.92,-0.69,Decreasing
Salem,OR,Salem_OR,NJ0171200,"107,786","136,924","154,637",https://www.cityofsalem.net/Pages/crime-statistics-by-area.aspx,Aggregated stats. Reports available by mail/fax/in person (not all are releasable). Links to CrimeReports (incident address anonymized to the block).,B-,-5.02,0,Flat
Salinas,CA,Salinas_CA,CA0270800,"108,777","151,060","150,441",https://cityofsalinas.opendatasoft.com/pages/safety/,Anonymized data (incident address to the block) - no direct or indirect identifiers.,B-,0.75,1,Increasing
Salt Lake City,UT,Salt_Lake_City_UT,UT0180300,"159,936","181,743","186,440",https://dotnet.slcgov.com/Police/CADCallsForService/,Data anonymized - no direct or indirect identifiers. Incident address anonymized to the block.,B-,-2.43,-0.5,Decreasing
San Antonio,TX,San_Antonio_TX,TXSPD0000,"935,933","1,144,646","1,327,407",,No online data available.,A,-0.07,-0.25,Flat
San Bernardino,CA,San_Bernardino_CA,CA0361000,"164,164","185,401","209,924",https://www.ci.san-bernardino.ca.us/cityhall/police_department/crime_statistics/default.asp,Aggregated stats. No online reports available. Redirects to crimemapping.com (incident address anonymized to the block).,B-,-2.81,-0.33,Flat
San Diego,CA,San_Diego_CA,CA0370000,"1,110,549","1,223,400","1,307,402",https://data.sandiego.gov/datasets/police-hate-crimes/,No direct or indirect identifiers.,B+,-19.77,-0.39,Flat
San Francisco,CA,San_Francisco_CA,CA0380100,"723,959","776,733","805,235",https://data.sfgov.org/Public-Safety/Police-Department-Incident-Reports-2018-to-Present/wg3w-h783,Anonymized location data only. No direct or indirect identifiers.,B-,-48.23,-1.07,Decreasing
San Jose,CA,San_Jose_CA,CA0431300,"782,248","894,943","945,942",,No online data available.,A,-13.75,-0.36,Flat
Santa Ana,CA,Santa_Ana_CA,CA0301900,"293,742","337,977","324,528",https://www.ci.santa-ana.ca.us/pd,No online data available.,A,2.48,0.67,Increasing
Santa Clara,CA,Santa_Clara_CA,CA0430000,"93,613","102,361","116,468",http://santaclaraca.gov/government/departments/police-department/crime/arrest-log,"links to lexisnexis and crimereports, anonymized to block
direct identifiers of arrestees",C-,-1.2,-0.25,Flat
Santa Clarita,CA,Santa_Clarita_CA,CA0191R0X,"110,642","151,088","176,320",https://www.santaclarita.com/crime/,Data only shown in aggregate. No direct or indirect identifiers.,B+,-0.84,-0.08,Flat
Santa Rosa,CA,Santa_Rosa_CA,FL0570000,"113,313","147,595","167,815",https://data.srcity.org/Police/Santa-Rosa-Police-Department-Incidents/2z9e-u7ky,Anonymized data (incident address to the intersection) - no direct or indirect identifiers. Arrest log available for one week - full suspect information included.,C-,-1.34,-1,Decreasing
Scottsdale,AZ,Scottsdale_AZ,AZ0072500,"130,069","202,705","217,385",https://www.scottsdaleaz.gov/police/crime-statistics,Redirects to LexisNexis for crime data. No direct or inderect identfiers. Incident addresses anonoymized to the block.,B-,0.43,0,Flat
Seattle,WA,Seattle_WA,WASPD0000,"516,259","563,374","608,660",https://data.seattle.gov/Public-Safety/Crime-Data/4fs7-3vj5,No direct or indirect identifiers.,B+,15,0.06,Flat
Shreveport,LA,Shreveport_LA,LA0090100,"198,525","200,145","199,311",https://www.shreveportla.gov/1118/Yearly-Crime,Redirects to LexisNexis for crime data. No direct or inderect identfiers. Incident addresses anonoymized to the block.,B-,-0.29,0,Flat
Simi Valley,CA,Simi_Valley_CA,CA0560900,"100,217","111,351","124,237",https://www.crimemapping.com/map/ca/simivalley,Redirects to CrimeMapping.com for data (anonymized to the block). Reports available only by FOIA.,B-,1.08,0.33,Flat
Sioux Falls,SD,Sioux_Falls_SD,SD0490200,"100,814","123,975","153,888",https://www.siouxfalls.org/police/statistics,"Data shown in aggregate. 30-day call log given, fully anonymized (address to the block). Links to CrimeMapping.com (fully anonymized - incident address to the block). Only accident reports available - in person.",B-,0.9,0.25,Flat
South Bend,IN,South_Bend_IN,IN0710200,"105,511","107,789","101,168",https://police.southbendin.gov/how-do-i/request-police-report,"Reports must be requested in person, incident address to the block (crimereports)",B-,-3.04,-1,Decreasing
Spokane,WA,Spokane_WA,WA0320000,"177,196","195,629","208,916",http://data-spokane.opendata.arcgis.com/datasets/crime-2015/data,No direct or indirect identifiers. Incident addresses anonymized to the block.,B-,-9.38,-0.23,Flat
Springfield,MA,Springfield_MA,MA0071800,"156,983","152,082","159,498",https://www.springfield-ma.gov/police/index.php?id=arr_log&tx_filelist_filelist%5Bpath%5D=%2FPolice_Dept_files%2Farrest_logs%2F2018%2F&tx_filelist_filelist%5Baction%5D=list&tx_filelist_filelist%5Bcontroller%5D=File&cHash=9d5a06566e542245da795e4431373e57,"Arrest logs back to 2017 give direct identifiers for suspects, not for victims.",C-,2.36,-0.62,Decreasing
Springfield,MO,Springfield_MO,MA0071800,"140,494","151,580","159,498",https://www.springfieldmo.gov/3753/Hate-Crime-Data,"Fully anonymized hate crime data. Police calls search available - incident address given, no other identifiers. Requests for reports can be made in person or by email (fee required).",C+,2.36,0,Flat
Springfield,IL,Springfield_IL,MA0071800,"105,227","111,454","159,498",https://www.springfield.il.us/Departments/PoliceDepartment/CrimeStats.aspx,"Crime data in aggregate, links to crimereports.com (anonymized to the block). Reports available via FOIA.",B-,2.36,0,Flat
St. Louis,MO,St._Louis_MO,MOSPD0000,"396,685","348,189","319,294",https://www.slmpd.org/Crimereports.shtml,Incident addresses shown (do not appear to be anonymized).,C+,-5.53,-0.55,Decreasing
St. Paul,MN,St._Paul_MN,MN0620900,"272,235","287,151","285,068",https://information.stpaul.gov/Public-Safety/Crime-Incident-Report-Dataset/gppb-g9cg,Fully anonymized - no direct or indirect identifiers. Incident addresses anonymized to the block.,B-,0.78,0.06,Flat
St. Petersburg,FL,St._Petersburg_FL,FL0521400,"238,629","248,232","244,769",https://stat.stpete.org/Government/Police-Calls/2eks-pg5j,Fully anonymized - no direct or indirect identifiers. Incident addresses anonymized to the block.,B-,-6.83,-7,Decreasing
Stamford,CT,Stamford_CT,CT0013500,"108,056","117,083","122,643",https://www.stamfordct.gov/police/faq/how-do-i-obtain-a-copy-of-a-police-report,Redirects to CrimeMapping.com (data anonymized to the block). Records requests in person.,B-,2.36,0.5,Increasing
